Time,X(CH1),
Second,Volt,
-1.8513246e-01,2.72000e-01,
-1.8505922e-01,2.72000e-01,
-1.8498598e-01,2.56000e-01,
-1.8491274e-01,2.48000e-01,
-1.8483950e-01,2.72000e-01,
-1.8476626e-01,2.72000e-01,
-1.8469302e-01,2.72000e-01,
-1.8461978e-01,2.72000e-01,
-1.8454655e-01,2.72000e-01,
-1.8447331e-01,2.72000e-01,
-1.8440007e-01,2.64000e-01,
-1.8432683e-01,2.56000e-01,
-1.8425359e-01,2.72000e-01,
-1.8418035e-01,2.72000e-01,
-1.8410711e-01,2.72000e-01,
-1.8403387e-01,2.64000e-01,
-1.8396063e-01,2.72000e-01,
-1.8388739e-01,2.64000e-01,
-1.8381415e-01,2.72000e-01,
-1.8374091e-01,2.72000e-01,
-1.8366767e-01,2.72000e-01,
-1.8359444e-01,2.72000e-01,
-1.8352120e-01,2.72000e-01,
-1.8344796e-01,2.64000e-01,
-1.8337472e-01,2.72000e-01,
-1.8330148e-01,2.72000e-01,
-1.8322824e-01,2.80000e-01,
-1.8315500e-01,2.64000e-01,
-1.8308176e-01,2.56000e-01,
-1.8300852e-01,2.80000e-01,
-1.8293528e-01,2.72000e-01,
-1.8286204e-01,2.80000e-01,
-1.8278880e-01,2.64000e-01,
-1.8271556e-01,2.72000e-01,
-1.8264233e-01,2.72000e-01,
-1.8256909e-01,2.72000e-01,
-1.8249585e-01,2.72000e-01,
-1.8242261e-01,2.72000e-01,
-1.8234937e-01,2.72000e-01,
-1.8227613e-01,2.64000e-01,
-1.8220289e-01,2.72000e-01,
-1.8212965e-01,2.64000e-01,
-1.8205641e-01,2.80000e-01,
-1.8198317e-01,2.80000e-01,
-1.8190993e-01,2.72000e-01,
-1.8183669e-01,2.72000e-01,
-1.8176346e-01,2.72000e-01,
-1.8169022e-01,2.72000e-01,
-1.8161698e-01,2.72000e-01,
-1.8154374e-01,2.56000e-01,
-1.8147050e-01,2.72000e-01,
-1.8139726e-01,2.72000e-01,
-1.8132402e-01,2.72000e-01,
-1.8125078e-01,2.72000e-01,
-1.8117754e-01,2.72000e-01,
-1.8110430e-01,2.72000e-01,
-1.8103106e-01,2.72000e-01,
-1.8095782e-01,2.72000e-01,
-1.8088458e-01,2.64000e-01,
-1.8081135e-01,2.80000e-01,
-1.8073811e-01,2.72000e-01,
-1.8066487e-01,2.64000e-01,
-1.8059163e-01,2.72000e-01,
-1.8051839e-01,2.72000e-01,
-1.8044515e-01,2.64000e-01,
-1.8037191e-01,2.72000e-01,
-1.8029867e-01,2.72000e-01,
-1.8022543e-01,2.72000e-01,
-1.8015219e-01,2.64000e-01,
-1.8007895e-01,2.64000e-01,
-1.8000571e-01,2.72000e-01,
-1.7993248e-01,2.80000e-01,
-1.7985924e-01,2.56000e-01,
-1.7978600e-01,2.64000e-01,
-1.7971276e-01,2.80000e-01,
-1.7963952e-01,2.72000e-01,
-1.7956628e-01,2.80000e-01,
-1.7949304e-01,2.64000e-01,
-1.7941980e-01,2.80000e-01,
-1.7934656e-01,2.72000e-01,
-1.7927332e-01,2.72000e-01,
-1.7920008e-01,2.72000e-01,
-1.7912684e-01,2.56000e-01,
-1.7905360e-01,2.72000e-01,
-1.7898037e-01,2.72000e-01,
-1.7890713e-01,2.72000e-01,
-1.7883389e-01,2.72000e-01,
-1.7876065e-01,2.72000e-01,
-1.7868741e-01,2.64000e-01,
-1.7861417e-01,2.64000e-01,
-1.7854093e-01,2.72000e-01,
-1.7846769e-01,2.80000e-01,
-1.7839445e-01,2.72000e-01,
-1.7832121e-01,2.80000e-01,
-1.7824797e-01,2.72000e-01,
-1.7817473e-01,2.64000e-01,
-1.7810149e-01,2.72000e-01,
-1.7802826e-01,2.56000e-01,
-1.7795502e-01,2.72000e-01,
-1.7788178e-01,2.72000e-01,
-1.7780854e-01,2.64000e-01,
-1.7773530e-01,2.56000e-01,
-1.7766206e-01,2.72000e-01,
-1.7758882e-01,2.56000e-01,
-1.7751558e-01,2.80000e-01,
-1.7744234e-01,2.72000e-01,
-1.7736910e-01,2.80000e-01,
-1.7729586e-01,2.72000e-01,
-1.7722262e-01,2.56000e-01,
-1.7714939e-01,2.72000e-01,
-1.7707615e-01,2.72000e-01,
-1.7700291e-01,2.72000e-01,
-1.7692967e-01,2.72000e-01,
-1.7685643e-01,2.80000e-01,
-1.7678319e-01,2.72000e-01,
-1.7670995e-01,2.72000e-01,
-1.7663671e-01,2.72000e-01,
-1.7656347e-01,2.64000e-01,
-1.7649023e-01,2.64000e-01,
-1.7641699e-01,2.56000e-01,
-1.7634375e-01,2.64000e-01,
-1.7627051e-01,2.72000e-01,
-1.7619728e-01,2.72000e-01,
-1.7612404e-01,2.72000e-01,
-1.7605080e-01,2.80000e-01,
-1.7597756e-01,2.64000e-01,
-1.7590432e-01,2.72000e-01,
-1.7583108e-01,2.56000e-01,
-1.7575784e-01,2.72000e-01,
-1.7568460e-01,2.72000e-01,
-1.7561136e-01,2.72000e-01,
-1.7553812e-01,2.80000e-01,
-1.7546488e-01,2.72000e-01,
-1.7539164e-01,2.64000e-01,
-1.7531841e-01,2.72000e-01,
-1.7524517e-01,2.80000e-01,
-1.7517193e-01,2.56000e-01,
-1.7509869e-01,2.72000e-01,
-1.7502545e-01,2.80000e-01,
-1.7495221e-01,2.72000e-01,
-1.7487897e-01,2.72000e-01,
-1.7480573e-01,2.72000e-01,
-1.7473249e-01,2.72000e-01,
-1.7465925e-01,2.72000e-01,
-1.7458601e-01,2.64000e-01,
-1.7451277e-01,2.72000e-01,
-1.7443953e-01,2.72000e-01,
-1.7436630e-01,2.80000e-01,
-1.7429306e-01,2.72000e-01,
-1.7421982e-01,2.72000e-01,
-1.7414658e-01,2.72000e-01,
-1.7407334e-01,2.64000e-01,
-1.7400010e-01,2.80000e-01,
-1.7392686e-01,2.72000e-01,
-1.7385362e-01,2.72000e-01,
-1.7378038e-01,2.72000e-01,
-1.7370714e-01,2.72000e-01,
-1.7363390e-01,2.64000e-01,
-1.7356066e-01,2.64000e-01,
-1.7348742e-01,2.72000e-01,
-1.7341419e-01,2.72000e-01,
-1.7334095e-01,2.72000e-01,
-1.7326771e-01,2.80000e-01,
-1.7319447e-01,2.56000e-01,
-1.7312123e-01,2.72000e-01,
-1.7304799e-01,2.72000e-01,
-1.7297475e-01,2.64000e-01,
-1.7290151e-01,2.72000e-01,
-1.7282827e-01,2.72000e-01,
-1.7275503e-01,2.72000e-01,
-1.7268179e-01,2.72000e-01,
-1.7260855e-01,2.72000e-01,
-1.7253532e-01,2.72000e-01,
-1.7246208e-01,2.56000e-01,
-1.7238884e-01,2.64000e-01,
-1.7231560e-01,2.72000e-01,
-1.7224236e-01,2.64000e-01,
-1.7216912e-01,2.64000e-01,
-1.7209588e-01,2.56000e-01,
-1.7202264e-01,2.72000e-01,
-1.7194940e-01,2.72000e-01,
-1.7187616e-01,2.80000e-01,
-1.7180292e-01,2.56000e-01,
-1.7172968e-01,2.72000e-01,
-1.7165644e-01,2.80000e-01,
-1.7158321e-01,2.72000e-01,
-1.7150997e-01,2.80000e-01,
-1.7143673e-01,2.72000e-01,
-1.7136349e-01,2.80000e-01,
-1.7129025e-01,2.64000e-01,
-1.7121701e-01,2.56000e-01,
-1.7114377e-01,2.72000e-01,
-1.7107053e-01,2.72000e-01,
-1.7099729e-01,2.72000e-01,
-1.7092405e-01,2.72000e-01,
-1.7085081e-01,2.72000e-01,
-1.7077757e-01,2.72000e-01,
-1.7070433e-01,2.72000e-01,
-1.7063110e-01,2.64000e-01,
-1.7055786e-01,2.72000e-01,
-1.7048462e-01,2.56000e-01,
-1.7041138e-01,2.80000e-01,
-1.7033814e-01,2.72000e-01,
-1.7026490e-01,2.72000e-01,
-1.7019166e-01,2.72000e-01,
-1.7011842e-01,2.72000e-01,
-1.7004518e-01,2.56000e-01,
-1.6997194e-01,2.64000e-01,
-1.6989870e-01,2.64000e-01,
-1.6982546e-01,2.64000e-01,
-1.6975223e-01,2.64000e-01,
-1.6967899e-01,2.64000e-01,
-1.6960575e-01,2.72000e-01,
-1.6953251e-01,2.80000e-01,
-1.6945927e-01,2.72000e-01,
-1.6938603e-01,2.72000e-01,
-1.6931279e-01,2.72000e-01,
-1.6923955e-01,2.64000e-01,
-1.6916631e-01,2.64000e-01,
-1.6909307e-01,2.72000e-01,
-1.6901983e-01,2.80000e-01,
-1.6894659e-01,2.64000e-01,
-1.6887335e-01,2.72000e-01,
-1.6880012e-01,2.72000e-01,
-1.6872688e-01,2.72000e-01,
-1.6865364e-01,2.64000e-01,
-1.6858040e-01,2.80000e-01,
-1.6850716e-01,2.72000e-01,
-1.6843392e-01,2.64000e-01,
-1.6836068e-01,2.72000e-01,
-1.6828744e-01,2.72000e-01,
-1.6821420e-01,2.72000e-01,
-1.6814096e-01,2.72000e-01,
-1.6806772e-01,2.72000e-01,
-1.6799448e-01,2.72000e-01,
-1.6792125e-01,2.80000e-01,
-1.6784801e-01,2.80000e-01,
-1.6777477e-01,2.72000e-01,
-1.6770153e-01,2.56000e-01,
-1.6762829e-01,2.72000e-01,
-1.6755505e-01,2.72000e-01,
-1.6748181e-01,2.72000e-01,
-1.6740857e-01,2.72000e-01,
-1.6733533e-01,2.80000e-01,
-1.6726209e-01,2.80000e-01,
-1.6718885e-01,2.72000e-01,
-1.6711561e-01,2.72000e-01,
-1.6704237e-01,2.72000e-01,
-1.6696914e-01,2.80000e-01,
-1.6689590e-01,2.72000e-01,
-1.6682266e-01,2.56000e-01,
-1.6674942e-01,2.56000e-01,
-1.6667618e-01,2.72000e-01,
-1.6660294e-01,2.64000e-01,
-1.6652970e-01,2.72000e-01,
-1.6645646e-01,2.80000e-01,
-1.6638322e-01,2.80000e-01,
-1.6630998e-01,2.80000e-01,
-1.6623674e-01,2.72000e-01,
-1.6616350e-01,2.64000e-01,
-1.6609026e-01,2.64000e-01,
-1.6601703e-01,2.64000e-01,
-1.6594379e-01,2.64000e-01,
-1.6587055e-01,2.72000e-01,
-1.6579731e-01,2.72000e-01,
-1.6572407e-01,2.72000e-01,
-1.6565083e-01,2.64000e-01,
-1.6557759e-01,2.72000e-01,
-1.6550435e-01,2.80000e-01,
-1.6543111e-01,2.64000e-01,
-1.6535787e-01,2.72000e-01,
-1.6528463e-01,2.64000e-01,
-1.6521139e-01,2.64000e-01,
-1.6513816e-01,2.72000e-01,
-1.6506492e-01,2.48000e-01,
-1.6499168e-01,2.72000e-01,
-1.6491844e-01,2.72000e-01,
-1.6484520e-01,2.72000e-01,
-1.6477196e-01,2.72000e-01,
-1.6469872e-01,2.72000e-01,
-1.6462548e-01,2.72000e-01,
-1.6455224e-01,2.64000e-01,
-1.6447900e-01,2.56000e-01,
-1.6440576e-01,2.72000e-01,
-1.6433252e-01,2.64000e-01,
-1.6425928e-01,2.72000e-01,
-1.6418605e-01,2.72000e-01,
-1.6411281e-01,2.80000e-01,
-1.6403957e-01,2.72000e-01,
-1.6396633e-01,2.72000e-01,
-1.6389309e-01,2.72000e-01,
-1.6381985e-01,2.72000e-01,
-1.6374661e-01,2.64000e-01,
-1.6367337e-01,2.64000e-01,
-1.6360013e-01,2.80000e-01,
-1.6352689e-01,2.64000e-01,
-1.6345365e-01,2.72000e-01,
-1.6338041e-01,2.64000e-01,
-1.6330718e-01,2.64000e-01,
-1.6323394e-01,2.88000e-01,
-1.6316070e-01,2.72000e-01,
-1.6308746e-01,2.64000e-01,
-1.6301422e-01,2.72000e-01,
-1.6294098e-01,2.72000e-01,
-1.6286774e-01,2.72000e-01,
-1.6279450e-01,2.80000e-01,
-1.6272126e-01,2.72000e-01,
-1.6264802e-01,2.72000e-01,
-1.6257478e-01,2.72000e-01,
-1.6250154e-01,2.72000e-01,
-1.6242830e-01,2.64000e-01,
-1.6235507e-01,2.80000e-01,
-1.6228183e-01,2.72000e-01,
-1.6220859e-01,2.72000e-01,
-1.6213535e-01,2.72000e-01,
-1.6206211e-01,2.72000e-01,
-1.6198887e-01,2.72000e-01,
-1.6191563e-01,2.64000e-01,
-1.6184239e-01,2.72000e-01,
-1.6176915e-01,2.72000e-01,
-1.6169591e-01,2.72000e-01,
-1.6162267e-01,2.72000e-01,
-1.6154943e-01,2.72000e-01,
-1.6147619e-01,2.64000e-01,
-1.6140296e-01,2.72000e-01,
-1.6132972e-01,2.80000e-01,
-1.6125648e-01,2.64000e-01,
-1.6118324e-01,2.64000e-01,
-1.6111000e-01,2.88000e-01,
-1.6103676e-01,2.72000e-01,
-1.6096352e-01,2.72000e-01,
-1.6089028e-01,2.72000e-01,
-1.6081704e-01,2.72000e-01,
-1.6074380e-01,2.80000e-01,
-1.6067056e-01,2.72000e-01,
-1.6059732e-01,2.80000e-01,
-1.6052409e-01,2.64000e-01,
-1.6045085e-01,2.72000e-01,
-1.6037761e-01,2.72000e-01,
-1.6030437e-01,2.72000e-01,
-1.6023113e-01,2.72000e-01,
-1.6015789e-01,2.64000e-01,
-1.6008465e-01,2.72000e-01,
-1.6001141e-01,2.72000e-01,
-1.5993817e-01,2.72000e-01,
-1.5986493e-01,2.80000e-01,
-1.5979169e-01,2.80000e-01,
-1.5971845e-01,2.72000e-01,
-1.5964521e-01,2.64000e-01,
-1.5957198e-01,2.80000e-01,
-1.5949874e-01,2.80000e-01,
-1.5942550e-01,2.72000e-01,
-1.5935226e-01,2.72000e-01,
-1.5927902e-01,2.64000e-01,
-1.5920578e-01,2.72000e-01,
-1.5913254e-01,2.80000e-01,
-1.5905930e-01,2.80000e-01,
-1.5898606e-01,2.80000e-01,
-1.5891282e-01,2.80000e-01,
-1.5883958e-01,2.80000e-01,
-1.5876634e-01,2.80000e-01,
-1.5869310e-01,2.72000e-01,
-1.5861987e-01,2.88000e-01,
-1.5854663e-01,2.72000e-01,
-1.5847339e-01,2.72000e-01,
-1.5840015e-01,2.72000e-01,
-1.5832691e-01,2.80000e-01,
-1.5825367e-01,2.72000e-01,
-1.5818043e-01,2.64000e-01,
-1.5810719e-01,2.80000e-01,
-1.5803395e-01,2.72000e-01,
-1.5796071e-01,2.80000e-01,
-1.5788747e-01,2.80000e-01,
-1.5781423e-01,2.80000e-01,
-1.5774100e-01,2.72000e-01,
-1.5766776e-01,2.72000e-01,
-1.5759452e-01,2.64000e-01,
-1.5752128e-01,2.80000e-01,
-1.5744804e-01,2.72000e-01,
-1.5737480e-01,2.64000e-01,
-1.5730156e-01,2.72000e-01,
-1.5722832e-01,2.80000e-01,
-1.5715508e-01,2.72000e-01,
-1.5708184e-01,2.72000e-01,
-1.5700860e-01,2.72000e-01,
-1.5693536e-01,2.72000e-01,
-1.5686212e-01,2.72000e-01,
-1.5678889e-01,2.80000e-01,
-1.5671565e-01,2.56000e-01,
-1.5664241e-01,2.80000e-01,
-1.5656917e-01,2.72000e-01,
-1.5649593e-01,2.72000e-01,
-1.5642269e-01,2.72000e-01,
-1.5634945e-01,2.80000e-01,
-1.5627621e-01,2.80000e-01,
-1.5620297e-01,2.72000e-01,
-1.5612973e-01,2.80000e-01,
-1.5605649e-01,2.80000e-01,
-1.5598325e-01,2.72000e-01,
-1.5591002e-01,2.56000e-01,
-1.5583678e-01,2.80000e-01,
-1.5576354e-01,2.72000e-01,
-1.5569030e-01,2.72000e-01,
-1.5561706e-01,2.72000e-01,
-1.5554382e-01,2.72000e-01,
-1.5547058e-01,2.72000e-01,
-1.5539734e-01,2.64000e-01,
-1.5532410e-01,2.88000e-01,
-1.5525086e-01,2.80000e-01,
-1.5517762e-01,2.80000e-01,
-1.5510438e-01,2.72000e-01,
-1.5503114e-01,2.72000e-01,
-1.5495791e-01,2.80000e-01,
-1.5488467e-01,2.72000e-01,
-1.5481143e-01,2.64000e-01,
-1.5473819e-01,2.72000e-01,
-1.5466495e-01,2.72000e-01,
-1.5459171e-01,2.80000e-01,
-1.5451847e-01,2.72000e-01,
-1.5444523e-01,2.64000e-01,
-1.5437199e-01,2.80000e-01,
-1.5429875e-01,2.72000e-01,
-1.5422551e-01,2.72000e-01,
-1.5415227e-01,2.64000e-01,
-1.5407903e-01,2.80000e-01,
-1.5400580e-01,2.72000e-01,
-1.5393256e-01,2.80000e-01,
-1.5385932e-01,2.64000e-01,
-1.5378608e-01,2.80000e-01,
-1.5371284e-01,2.64000e-01,
-1.5363960e-01,2.72000e-01,
-1.5356636e-01,2.72000e-01,
-1.5349312e-01,2.64000e-01,
-1.5341988e-01,2.72000e-01,
-1.5334664e-01,2.72000e-01,
-1.5327340e-01,2.72000e-01,
-1.5320016e-01,2.72000e-01,
-1.5312693e-01,2.80000e-01,
-1.5305369e-01,2.72000e-01,
-1.5298045e-01,2.72000e-01,
-1.5290721e-01,2.72000e-01,
-1.5283397e-01,2.72000e-01,
-1.5276073e-01,2.72000e-01,
-1.5268749e-01,2.64000e-01,
-1.5261425e-01,2.72000e-01,
-1.5254101e-01,2.72000e-01,
-1.5246777e-01,2.80000e-01,
-1.5239453e-01,2.64000e-01,
-1.5232129e-01,2.80000e-01,
-1.5224805e-01,2.64000e-01,
-1.5217482e-01,2.72000e-01,
-1.5210158e-01,2.80000e-01,
-1.5202834e-01,2.72000e-01,
-1.5195510e-01,2.64000e-01,
-1.5188186e-01,2.72000e-01,
-1.5180862e-01,2.80000e-01,
-1.5173538e-01,2.72000e-01,
-1.5166214e-01,2.72000e-01,
-1.5158890e-01,2.72000e-01,
-1.5151566e-01,2.80000e-01,
-1.5144242e-01,2.64000e-01,
-1.5136918e-01,2.80000e-01,
-1.5129595e-01,2.80000e-01,
-1.5122271e-01,2.80000e-01,
-1.5114947e-01,2.72000e-01,
-1.5107623e-01,2.72000e-01,
-1.5100299e-01,2.72000e-01,
-1.5092975e-01,2.72000e-01,
-1.5085651e-01,2.80000e-01,
-1.5078327e-01,2.80000e-01,
-1.5071003e-01,2.72000e-01,
-1.5063679e-01,2.72000e-01,
-1.5056355e-01,2.64000e-01,
-1.5049031e-01,2.64000e-01,
-1.5041707e-01,2.80000e-01,
-1.5034384e-01,2.72000e-01,
-1.5027060e-01,2.80000e-01,
-1.5019736e-01,2.72000e-01,
-1.5012412e-01,2.72000e-01,
-1.5005088e-01,2.72000e-01,
-1.4997764e-01,2.80000e-01,
-1.4990440e-01,2.80000e-01,
-1.4983116e-01,2.64000e-01,
-1.4975792e-01,2.72000e-01,
-1.4968468e-01,2.72000e-01,
-1.4961144e-01,2.72000e-01,
-1.4953820e-01,2.72000e-01,
-1.4946496e-01,2.72000e-01,
-1.4939173e-01,2.80000e-01,
-1.4931849e-01,2.72000e-01,
-1.4924525e-01,2.64000e-01,
-1.4917201e-01,2.72000e-01,
-1.4909877e-01,2.72000e-01,
-1.4902553e-01,2.64000e-01,
-1.4895229e-01,2.72000e-01,
-1.4887905e-01,2.72000e-01,
-1.4880581e-01,2.72000e-01,
-1.4873257e-01,2.80000e-01,
-1.4865933e-01,2.64000e-01,
-1.4858609e-01,2.80000e-01,
-1.4851286e-01,2.80000e-01,
-1.4843962e-01,2.72000e-01,
-1.4836638e-01,2.80000e-01,
-1.4829314e-01,2.72000e-01,
-1.4821990e-01,2.72000e-01,
-1.4814666e-01,2.72000e-01,
-1.4807342e-01,2.72000e-01,
-1.4800018e-01,2.72000e-01,
-1.4792694e-01,2.72000e-01,
-1.4785370e-01,2.80000e-01,
-1.4778046e-01,2.80000e-01,
-1.4770722e-01,2.72000e-01,
-1.4763398e-01,2.80000e-01,
-1.4756075e-01,2.64000e-01,
-1.4748751e-01,2.64000e-01,
-1.4741427e-01,2.80000e-01,
-1.4734103e-01,2.88000e-01,
-1.4726779e-01,2.72000e-01,
-1.4719455e-01,2.72000e-01,
-1.4712131e-01,2.72000e-01,
-1.4704807e-01,2.80000e-01,
-1.4697483e-01,2.80000e-01,
-1.4690159e-01,2.72000e-01,
-1.4682835e-01,2.64000e-01,
-1.4675511e-01,2.80000e-01,
-1.4668187e-01,2.72000e-01,
-1.4660864e-01,2.72000e-01,
-1.4653540e-01,2.72000e-01,
-1.4646216e-01,2.80000e-01,
-1.4638892e-01,2.80000e-01,
-1.4631568e-01,2.72000e-01,
