0.0,0.0,30.0,1985.0
0.0,0.0,40.0,1750.0
0.0,0.0,50.0,1470.0
0.0,0.0,60.0,1142.0
0.0,0.0,70.0,823.0
0.0,0.0,82.5,376.0
0.0,10.0,20.0,2160.0
1.5,10.0,20.0,2155.0
3.0,10.0,20.0,2152.0
4.5,10.0,20.0,2160.0
6.0,10.0,20.0,2155.0
0.0,10.0,30.0,1993.0
1.5,10.0,30.0,1991.0
3.0,10.0,30.0,1988.0
4.5,10.0,30.0,1991.0
6.0,10.0,30.0,1988.0
7.5,10.0,30.0,1993.0
9.0,10.0,30.0,1985.0
10.5,10.0,30.0,1988.0
12.0,10.0,30.0,1988.0
13.5,10.0,30.0,1991.0
15.0,10.0,30.0,1991.0
16.5,10.0,30.0,1991.0
18.0,10.0,30.0,1988.0
19.5,10.0,30.0,1985.0
21.0,10.0,30.0,1988.0
22.5,10.0,30.0,1982.0
24.0,10.0,30.0,1979.0
25.5,10.0,30.0,1988.0
27.0,10.0,30.0,1979.0
28.5,10.0,30.0,1976.0
30.0,10.0,30.0,1976.0
31.5,10.0,30.0,1976.0
33.0,10.0,30.0,1982.0
34.5,10.0,30.0,1976.0
36.0,10.0,30.0,1976.0
37.5,10.0,30.0,1974.0
39.0,10.0,30.0,1974.0
40.5,10.0,30.0,1979.0
42.0,10.0,30.0,1974.0
43.5,10.0,30.0,1974.0
45.0,10.0,30.0,1974.0
46.5,10.0,30.0,1976.0
48.0,10.0,30.0,1976.0
49.5,10.0,30.0,1976.0
51.0,10.0,30.0,1968.0
52.5,10.0,30.0,1974.0
54.0,10.0,30.0,1968.0
55.5,10.0,30.0,1968.0
57.0,10.0,30.0,1968.0
58.5,10.0,30.0,1974.0
60.0,10.0,30.0,1968.0
61.5,10.0,30.0,1965.0
63.0,10.0,30.0,1965.0
64.5,10.0,30.0,1968.0
66.0,10.0,30.0,1965.0
67.5,10.0,30.0,1968.0
69.0,10.0,30.0,1962.0
70.5,10.0,30.0,1962.0
72.0,10.0,30.0,1965.0
73.5,10.0,30.0,1962.0
75.0,10.0,30.0,1968.0
76.5,10.0,30.0,1968.0
78.0,10.0,30.0,1962.0
79.5,10.0,30.0,1962.0
