0.0,0.0,30.0,1807.0
0.0,0.0,40.0,1464.0
0.0,0.0,50.0,1164.0
0.0,0.0,60.0,937.0
0.0,0.0,70.0,733.0
0.0,0.0,82.5,357.0
0.0,10.0,20.0,1894.0
1.5,10.0,20.0,1894.0
3.0,10.0,20.0,1892.0
4.5,10.0,20.0,1894.0
6.0,10.0,20.0,1892.0
0.0,10.0,30.0,1543.0
1.5,10.0,30.0,1538.0
3.0,10.0,30.0,1538.0
4.5,10.0,30.0,1540.0
6.0,10.0,30.0,1535.0
7.5,10.0,30.0,1543.0
9.0,10.0,30.0,1538.0
10.5,10.0,30.0,1540.0
12.0,10.0,30.0,1540.0
13.5,10.0,30.0,1546.0
15.0,10.0,30.0,1546.0
16.5,10.0,30.0,1543.0
18.0,10.0,30.0,1543.0
19.5,10.0,30.0,1540.0
21.0,10.0,30.0,1555.0
22.5,10.0,30.0,1555.0
24.0,10.0,30.0,1560.0
25.5,10.0,30.0,1563.0
27.0,10.0,30.0,1574.0
28.5,10.0,30.0,1569.0
30.0,10.0,30.0,1580.0
31.5,10.0,30.0,1577.0
33.0,10.0,30.0,1591.0
34.5,10.0,30.0,1586.0
36.0,10.0,30.0,1591.0
37.5,10.0,30.0,1594.0
39.0,10.0,30.0,1597.0
40.5,10.0,30.0,1606.0
42.0,10.0,30.0,1603.0
43.5,10.0,30.0,1608.0
45.0,10.0,30.0,1606.0
46.5,10.0,30.0,1614.0
48.0,10.0,30.0,1614.0
49.5,10.0,30.0,1617.0
51.0,10.0,30.0,1625.0
52.5,10.0,30.0,1628.0
54.0,10.0,30.0,1631.0
55.5,10.0,30.0,1634.0
57.0,10.0,30.0,1639.0
58.5,10.0,30.0,1642.0
60.0,10.0,30.0,1651.0
61.5,10.0,30.0,1645.0
63.0,10.0,30.0,1654.0
64.5,10.0,30.0,1656.0
66.0,10.0,30.0,1665.0
67.5,10.0,30.0,1671.0
69.0,10.0,30.0,1676.0
70.5,10.0,30.0,1682.0
72.0,10.0,30.0,1682.0
73.5,10.0,30.0,1688.0
75.0,10.0,30.0,1696.0
76.5,10.0,30.0,1707.0
78.0,10.0,30.0,1705.0
79.5,10.0,30.0,1707.0
81.0,10.0,30.0,1716.0
82.5,10.0,30.0,1724.0
84.0,10.0,30.0,1733.0
85.5,10.0,30.0,1733.0
87.0,10.0,30.0,1736.0
88.5,10.0,30.0,1739.0
90.0,10.0,30.0,1747.0
91.5,10.0,30.0,1756.0
93.0,10.0,30.0,1761.0
94.5,10.0,30.0,1764.0
96.0,10.0,30.0,1767.0
97.5,10.0,30.0,1773.0
99.0,10.0,30.0,1775.0
0.0,10.0,40.0,1203.0
1.5,10.0,40.0,1195.0
3.0,10.0,40.0,1201.0
4.5,10.0,40.0,1198.0
6.0,10.0,40.0,1198.0
7.5,10.0,40.0,1203.0
9.0,10.0,40.0,1206.0
10.5,10.0,40.0,1203.0
12.0,10.0,40.0,1206.0
13.5,10.0,40.0,1209.0
15.0,10.0,40.0,1209.0
16.5,10.0,40.0,1209.0
18.0,10.0,40.0,1215.0
19.5,10.0,40.0,1218.0
21.0,10.0,40.0,1218.0
22.5,10.0,40.0,1229.0
24.0,10.0,40.0,1240.0
25.5,10.0,40.0,1243.0
27.0,10.0,40.0,1243.0
28.5,10.0,40.0,1246.0
30.0,10.0,40.0,1254.0
31.5,10.0,40.0,1246.0
33.0,10.0,40.0,1254.0
34.5,10.0,40.0,1249.0
36.0,10.0,40.0,1254.0
37.5,10.0,40.0,1249.0
39.0,10.0,40.0,1263.0
40.5,10.0,40.0,1263.0
42.0,10.0,40.0,1266.0
43.5,10.0,40.0,1269.0
45.0,10.0,40.0,1271.0
46.5,10.0,40.0,1274.0
48.0,10.0,40.0,1286.0
49.5,10.0,40.0,1277.0
51.0,10.0,40.0,1294.0
52.5,10.0,40.0,1297.0
54.0,10.0,40.0,1300.0
55.5,10.0,40.0,1300.0
57.0,10.0,40.0,1305.0
58.5,10.0,40.0,1311.0
60.0,10.0,40.0,1317.0
61.5,10.0,40.0,1322.0
63.0,10.0,40.0,1325.0
64.5,10.0,40.0,1331.0
66.0,10.0,40.0,1337.0
67.5,10.0,40.0,1345.0
69.0,10.0,40.0,1351.0
70.5,10.0,40.0,1354.0
72.0,10.0,40.0,1365.0
73.5,10.0,40.0,1368.0
75.0,10.0,40.0,1365.0
76.5,10.0,40.0,1365.0
78.0,10.0,40.0,1379.0
79.5,10.0,40.0,1385.0
81.0,10.0,40.0,1390.0
82.5,10.0,40.0,1393.0
84.0,10.0,40.0,1399.0
85.5,10.0,40.0,1413.0
87.0,10.0,40.0,1416.0
88.5,10.0,40.0,1416.0
90.0,10.0,40.0,1430.0
91.5,10.0,40.0,1419.0
93.0,10.0,40.0,1436.0
94.5,10.0,40.0,1438.0
96.0,10.0,40.0,1441.0
97.5,10.0,40.0,1450.0
99.0,10.0,40.0,1455.0
100.5,10.0,40.0,1461.0
102.0,10.0,40.0,1470.0
103.5,10.0,40.0,1475.0
105.0,10.0,40.0,1481.0
106.5,10.0,40.0,1484.0
108.0,10.0,40.0,1484.0
109.5,10.0,40.0,1495.0
111.0,10.0,40.0,1501.0
112.5,10.0,40.0,1506.0
114.0,10.0,40.0,1509.0
115.5,10.0,40.0,1515.0
117.0,10.0,40.0,1509.0
118.5,10.0,40.0,1523.0
120.0,10.0,40.0,1529.0
121.5,10.0,40.0,1535.0
123.0,10.0,40.0,1535.0
124.5,10.0,40.0,1538.0
126.0,10.0,40.0,1543.0
127.5,10.0,40.0,1546.0
129.0,10.0,40.0,1552.0
130.5,10.0,40.0,1555.0
132.0,10.0,40.0,1557.0
133.5,10.0,40.0,1557.0
135.0,10.0,40.0,1566.0
136.5,10.0,40.0,1566.0
138.0,10.0,40.0,1577.0
139.5,10.0,40.0,1577.0
141.0,10.0,40.0,1577.0
142.5,10.0,40.0,1586.0
144.0,10.0,40.0,1586.0
145.5,10.0,40.0,1591.0
147.0,10.0,40.0,1591.0
148.5,10.0,40.0,1600.0
150.0,10.0,40.0,1600.0
151.5,10.0,40.0,1600.0
153.0,10.0,40.0,1603.0
154.5,10.0,40.0,1608.0
156.0,10.0,40.0,1611.0
157.5,10.0,40.0,1606.0
159.0,10.0,40.0,1614.0
160.5,10.0,40.0,1625.0
162.0,10.0,40.0,1620.0
163.5,10.0,40.0,1617.0
165.0,10.0,40.0,1628.0
166.5,10.0,40.0,1623.0
168.0,10.0,40.0,1625.0
169.5,10.0,40.0,1625.0
171.0,10.0,40.0,1620.0
172.5,10.0,40.0,1625.0
174.0,10.0,40.0,1631.0
175.5,10.0,40.0,1625.0
177.0,10.0,40.0,1625.0
178.5,10.0,40.0,1631.0
180.0,10.0,40.0,1628.0
0.0,10.0,50.0,951.0
1.5,10.0,50.0,951.0
3.0,10.0,50.0,954.0
4.5,10.0,50.0,957.0
6.0,10.0,50.0,954.0
7.5,10.0,50.0,966.0
9.0,10.0,50.0,968.0
10.5,10.0,50.0,971.0
12.0,10.0,50.0,966.0
13.5,10.0,50.0,971.0
15.0,10.0,50.0,968.0
16.5,10.0,50.0,988.0
18.0,10.0,50.0,1000.0
19.5,10.0,50.0,997.0
21.0,10.0,50.0,1002.0
22.5,10.0,50.0,1002.0
24.0,10.0,50.0,1000.0
25.5,10.0,50.0,997.0
27.0,10.0,50.0,1000.0
28.5,10.0,50.0,994.0
30.0,10.0,50.0,988.0
